,title,rating,completion_time,modules_number
911,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity ,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
912,Digital Marketing,4.4,Gain insight into a topic and learn the fundamentals.,9 modules
913,CVS Health Retail Customer Service Professional Certificate,4.8,Earn a career credential that demonstrates your expertise,4 course series
914,AI for Mechanical Engineers Specialization,4.4,Get in-depth knowledge of a subject,3 course series
915,AI Agents: From Prompts to Multi-Agent Systems,Instructor,Gain insight into a topic and learn the fundamentals.,5 modules
916,Fundamentos de Finanzas Empresariales ,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
917,Informationâ âSystems Specialization,4.8,Get in-depth knowledge of a subject,4 course series
918,Agentic AI and AI Agents: A Primer for Leaders,4.7,Gain insight into a topic and learn the fundamentals.,2 modules
919,Entrepreneurship Strategy: From Ideation to Exit,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
920,Introduction to Business Analysis,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
921,CISA: Certified Information Systems Auditor Specialization,4.6,Get in-depth knowledge of a subject,5 course series
922,Introduction to Google SEO,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
923,Rocket Science for Everyone,4.9,Gain insight into a topic and learn the fundamentals.,5 modules
924,Uncommon Sense Teaching Specialization,4.9,Get in-depth knowledge of a subject,3 course series
925,Introduction to Data Engineering,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
926,Programa especializado en circuitos elÃ©ctricos con SPICE Specialization,4.9,Get in-depth knowledge of a subject,3 course series
927,Introduction to Intellectual Property,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
928,HTML and CSS in depth,4.7,Gain insight into a topic and learn the fundamentals.,3 modules
929,Supply Chain Management and Analytics,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
930,Image Processing for Engineering and Science Specialization,4.8,Get in-depth knowledge of a subject,3 course series
931,SHRM Certified Professional (SHRM-CP) Exam Prep Specialization,3.9,Get in-depth knowledge of a subject,3 course series
932,Blockchain Revolution in Financial Services Specialization,4.7,Get in-depth knowledge of a subject,4 course series
933,Introduction to Risk Management,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
934,Large Language Model Operations (LLMOps) Specialization,4.4,Get in-depth knowledge of a subject,6 course series
935,Machine Learning Foundations for Product Managers,4.6,Gain insight into a topic and learn the fundamentals.,6 modules
936,Circular Economy - Sustainable Materials Management,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
937,Medical Terminology and the Human Body Fundamentals,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
938,WordPress 101 - The Complete Guide,What you'll learn,Gain insight into a topic and learn the fundamentals.,8 modules
939,Financial Statement Analysis,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
940,Introduction to Good Clinical Practice,4.7,Gain insight into a topic and learn the fundamentals.,3 modules
941,Introduction to OSHA: Safety Standards and Compliance,4.7,Gain insight into a topic and learn the fundamentals.,1 module
942,Preparing to Manage Human Resources,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
943,Antibiotic Stewardship ,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
944,Value Chain Management Specialization,4.7,Get in-depth knowledge of a subject,6 course series
945,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
946,Rust Programming Specialization,4.0,Get in-depth knowledge of a subject,5 course series
947,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,4.8,Gain insight into a topic and learn the fundamentals.,5 modules
948,Rust Programming Specialization,4.0,Get in-depth knowledge of a subject,5 course series
949,Fundamentals of Engineering Exam Review,4.6,Gain insight into a topic and learn the fundamentals.,8 modules
950,Everyday Excel Specialization,4.7,Get in-depth knowledge of a subject,3 course series
951,Sustainability Consulting,4.8,Gain insight into a topic and learn the fundamentals.,6 modules
952,Finance for Non-Financial Managers,4.4,Gain insight into a topic and learn the fundamentals.,9 modules
953,Hospitality Luxury Brand Management,4.4,Gain insight into a topic and learn the fundamentals.,4 modules
954,Real Estate Development: Building Value in Your Community,4.9,Gain insight into a topic and learn the fundamentals.,5 modules
955,Generative AI in Marketing Specialization,4.1,Get in-depth knowledge of a subject,4 course series
956,Reporting extra-financier et stratÃ©gie RSE,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
957,Medical Terminology I,4.9,Gain insight into a topic and learn the fundamentals.,6 modules
958,Introduction to Agile Development and Scrum,4.9,Gain insight into a topic and learn the fundamentals.,4 modules
959,Mastering Program Management: Strategy to Certification Specialization,What you'll learn,Get in-depth knowledge of a subject,3 course series
960,Introduction to Cybersecurity Fundamentals,4.6,Gain insight into a topic and learn the fundamentals.,1 module
961,Software Testing and Automation Specialization,4.2,Get in-depth knowledge of a subject,4 course series
962,Fundamentals of Flight mechanics Specialization,4.7,Get in-depth knowledge of a subject,4 course series
963,Camino a la Excelencia en GestiÃ³n de Proyectos,4.7,Gain insight into a topic and learn the fundamentals.,5 modules
964,AI and Public Health,4.8,Gain insight into a topic and learn the fundamentals.,3 modules
965,Data Storage and Queries,4.8,Gain insight into a topic and learn the fundamentals.,3 modules
966,Dino 101: Dinosaur Paleobiology,4.9,Gain insight into a topic and learn the fundamentals.,12 modules
967,Developing Applications with Google Cloud Specialization,4.7,Get in-depth knowledge of a subject,3 course series
968,Superar el estrÃ©s rompiendo mitos,Instructors,Gain insight into a topic and learn the fundamentals.,6 modules
969,Excel to MySQL: Analytic Techniques for Business Specialization,4.6,Get in-depth knowledge of a subject,5 course series
970,Agile Meets Design Thinking,4.7,Gain insight into a topic and learn the fundamentals.,4 modules
971,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",4.7,Gain insight into a topic and learn the fundamentals.,4 modules
972,Chemical Hazards and Process Safety Specialization,4.8,Get in-depth knowledge of a subject,4 course series
973,Miracles of Human Language: An Introduction to Linguistics,4.7,Gain insight into a topic and learn the fundamentals.,6 modules
974,Python Basics,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
975,Introduction to Public Relations and the Media Specialization,4.6,Get in-depth knowledge of a subject,3 course series
976,Neuromarketing  Specialization,4.7,Get in-depth knowledge of a subject,3 course series
977,Fundamentals of Music Theory,4.5,Gain insight into a topic and learn the fundamentals.,6 modules
978,PostgreSQL for Everybody Specialization,4.7,Get in-depth knowledge of a subject,4 course series
979,Foundations of Global Health Specialization,4.7,Get in-depth knowledge of a subject,6 course series
980,OpenAI GPTs: Creating Your Own Custom AI Assistants,4.9,Gain insight into a topic and learn the fundamentals.,3 modules
981,Google Advanced Data Analytics Capstone,4.9,Gain insight into a topic and learn the fundamentals.,3 modules
982,"Hotel Management: Distribution, Revenue and Demand Management Specialization",4.7,Get in-depth knowledge of a subject,4 course series
983,Google Advanced Data Analytics Capstone,4.9,Gain insight into a topic and learn the fundamentals.,3 modules
984,"Hotel Management: Distribution, Revenue and Demand Management Specialization",4.7,Get in-depth knowledge of a subject,4 course series
985,Build Basic Generative Adversarial Networks (GANs),4.7,Gain insight into a topic and learn the fundamentals.,4 modules
986,DÃ©veloppement psychologique de l'enfant,4.9,Gain insight into a topic and learn the fundamentals.,7 modules
987,Advanced React,4.6,Gain insight into a topic and learn the fundamentals.,4 modules
988,Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,4.6,Get in-depth knowledge of a subject,5 course series
989,Risk Management Professional (PMI-RMPÂ®) Certification Course Specialization,4.8,Get in-depth knowledge of a subject,6 course series
990,Positive Psychology: Applications and Interventions,4.8,Gain insight into a topic and learn the fundamentals.,4 modules
991,Microsoft PL-300 Exam Preparation and Practice,4.6,Gain insight into a topic and learn the fundamentals.,5 modules
992,Data Science Math Skills,4.5,Gain insight into a topic and learn the fundamentals.,5 modules
993,"Introduction to HTML, CSS, & JavaScript",4.5,Gain insight into a topic and learn the fundamentals.,4 modules
994,"Information Systems Auditing, Controls and Assurance",4.7,Gain insight into a topic and learn the fundamentals.,4 modules
